Pking_Entrez_geneID	Pking_gene_name	Pking_gene_symbol	type_of_gene
111851303	AP-2 complex subunit alpha-2-like	LOC111851303	protein-coding
111851308	cell adhesion molecule 1-like	LOC111851308	protein-coding
111851309	uncharacterized LOC111851309	LOC111851309	ncRNA
111851310	complement C4-A-like	LOC111851310	protein-coding
111851311	interleukin-10-like	LOC111851311	protein-coding
111851312	protein turtle homolog B-like	LOC111851312	protein-coding
111851313	endothelial cell-selective adhesion molecule-like	LOC111851313	protein-coding
111851314	junctional adhesion molecule C-like	LOC111851314	protein-coding
111851318	collagen alpha-1(IV) chain-like	LOC111851318	protein-coding
111851319	immunoglobulin superfamily member 11-like	LOC111851319	protein-coding
111851320	high affinity cationic amino acid transporter 1-like	LOC111851320	protein-coding
111851321	transforming growth factor beta regulator 1-like	LOC111851321	protein-coding
111851322	forkhead box protein O1-A-like	LOC111851322	protein-coding
111851323	putative nucleotidyltransferase MAB21L1	LOC111851323	protein-coding
111851325	uncharacterized LOC111851325	LOC111851325	ncRNA
111851326	uncharacterized protein SYNPCC7002_A1628-like	LOC111851326	protein-coding
111851327	T-lymphoma invasion and metastasis-inducing protein 1-like	LOC111851327	protein-coding
111851331	uncharacterized LOC111851331	LOC111851331	protein-coding
111851332	transcription regulator protein BACH1-like	LOC111851332	protein-coding
111851333	uncharacterized LOC111851333	LOC111851333	ncRNA
111851335	beta-2-microglobulin-like	LOC111851335	protein-coding
111851336	hepatocyte cell adhesion molecule-like	LOC111851336	protein-coding
111851337	stAR-related lipid transfer protein 13-like	LOC111851337	protein-coding
111851339	hormonally up-regulated neu tumor-associated kinase homolog A-like	LOC111851339	protein-coding
111851340	rho guanine nucleotide exchange factor 12-like	LOC111851340	protein-coding
111851341	claudin-4-like	LOC111851341	protein-coding
111851342	periostin-like	LOC111851342	protein-coding
111851344	tripartite motif-containing protein 3-like	LOC111851344	protein-coding
111851345	E3 ubiquitin-protein ligase CBL-like	LOC111851345	protein-coding
111851346	maternal B9.15 protein-like	LOC111851346	protein-coding
111851347	high mobility group protein B1-like	LOC111851347	protein-coding
111851348	5-hydroxytryptamine receptor 3A-like	LOC111851348	protein-coding
111851350	uncharacterized LOC111851350	LOC111851350	ncRNA
111851351	nicotinamide N-methyltransferase-like	LOC111851351	protein-coding
111851352	serine/threonine-protein kinase BRSK2-like	LOC111851352	protein-coding
111851353	proline-rich transmembrane protein 1-like	LOC111851353	protein-coding
111851354	erythrocyte band 7 integral membrane protein-like	LOC111851354	protein-coding
111851355	uncharacterized LOC111851355	LOC111851355	ncRNA
111851356	ras-related protein Rab-35-like	LOC111851356	protein-coding
111851357	uncharacterized LOC111851357	LOC111851357	ncRNA
111851358	bcl-2-related protein A1-like	LOC111851358	protein-coding
111851359	out at first protein homolog	LOC111851359	protein-coding
111851361	spartin-like	LOC111851361	protein-coding
111851362	uncharacterized LOC111851362	LOC111851362	ncRNA
111851363	protocadherin Fat 4-like	LOC111851363	protein-coding
111851364	signal-regulatory protein beta-1-like	LOC111851364	protein-coding
111851365	uncharacterized LOC111851365	LOC111851365	ncRNA
111851366	uncharacterized LOC111851366	LOC111851366	ncRNA
111851367	uncharacterized LOC111851367	LOC111851367	protein-coding
111851368	uncharacterized LOC111851368	LOC111851368	ncRNA
111851370	protein arginine N-methyltransferase 1-B-like	LOC111851370	protein-coding
111851371	glutamate receptor ionotropic, kainate 1	LOC111851371	protein-coding
111851373	mucin-6-like	LOC111851373	protein-coding
111851375	serine/threonine-protein kinase SIK2-like	LOC111851375	protein-coding
111851377	rho GTPase-activating protein 32-like	LOC111851377	protein-coding
111851378	serine/threonine-protein kinase DCLK1-like	LOC111851378	protein-coding
111851379	protein PFC0760c-like	LOC111851379	protein-coding
111851381	D(2)-like dopamine receptor	LOC111851381	protein-coding
111851384	U1 spliceosomal RNA	LOC111851384	snRNA
111851385	U2 spliceosomal RNA	LOC111851385	snRNA
111851386	uncharacterized LOC111851386	LOC111851386	ncRNA
111851387	TGF-beta receptor type-1-like	LOC111851387	protein-coding
111851389	NLR family CARD domain-containing protein 3-like	LOC111851389	protein-coding
111851390	bone morphogenetic protein 7-like	LOC111851390	protein-coding
111851391	chorion-specific transcription factor GCMb-like	LOC111851391	protein-coding
111851393	acetyl-coenzyme A synthetase, cytoplasmic-like	LOC111851393	protein-coding
111851398	ras-related protein Rab-31-like	LOC111851398	protein-coding
111851399	uncharacterized LOC111851399	LOC111851399	ncRNA
111851400	uncharacterized LOC111851400	LOC111851400	protein-coding
111851402	cytochrome c oxidase assembly factor 1 homolog	LOC111851402	protein-coding
111851403	programmed cell death protein 6-like	LOC111851403	protein-coding
111851407	tRNA selenocysteine 1-associated protein 1-like	LOC111851407	protein-coding
111851412	solute carrier family 12 member 7-like	LOC111851412	protein-coding
111851414	insulin receptor substrate 2-like	LOC111851414	protein-coding
111851415	transmembrane protein 14C-like	LOC111851415	protein-coding
111851416	transcription factor AP-2-alpha-like	LOC111851416	protein-coding
111851418	collagen alpha-1(XV) chain-like	LOC111851418	protein-coding
111851419	importin-4-like	LOC111851419	protein-coding
111851420	uncharacterized LOC111851420	LOC111851420	ncRNA
111851421	hyaluronidase-5-like	LOC111851421	protein-coding
111851422	copine-9-like	LOC111851422	protein-coding
111851423	atrial natriuretic peptide-converting enzyme-like	LOC111851423	protein-coding
111851424	SEC14-like protein 2	LOC111851424	protein-coding
111851425	smoothelin-like protein 1	LOC111851425	protein-coding
111851429	growth hormone receptor-like	LOC111851429	protein-coding
111851430	ubiquitin	LOC111851430	protein-coding
111851431	BDNF/NT-3 growth factors receptor-like	LOC111851431	protein-coding
111851432	heterogeneous nuclear ribonucleoprotein K	LOC111851432	protein-coding
111851433	guanine nucleotide-binding protein subunit alpha-14-like	LOC111851433	protein-coding
111851434	poly(ADP-ribose) glycohydrolase-like	LOC111851434	protein-coding
111851435	uncharacterized LOC111851435	LOC111851435	ncRNA
111851436	uncharacterized LOC111851436	LOC111851436	ncRNA
111851437	mucin-2-like	LOC111851437	protein-coding
111851438	uncharacterized LOC111851438	LOC111851438	ncRNA
111851440	transcriptional activator protein Pur-beta	LOC111851440	protein-coding
111851441	histone H2A.V	LOC111851441	protein-coding
111851442	N-acetylglucosamine-6-sulfatase-like	LOC111851442	protein-coding
111851444	uncharacterized LOC111851444	LOC111851444	ncRNA
111851446	regulator of G-protein signaling 7-binding protein A-like	LOC111851446	protein-coding
111851448	2-oxoglutarate dehydrogenase, mitochondrial-like	LOC111851448	protein-coding
111851449	calcium/calmodulin-dependent protein kinase type II subunit beta	LOC111851449	protein-coding
111851451	vacuolar protein sorting-associated protein 37B-like	LOC111851451	protein-coding
111851454	interleukin-1 beta-like	LOC111851454	protein-coding
111851455	uncharacterized LOC111851455	LOC111851455	ncRNA
111851456	uncharacterized LOC111851456	LOC111851456	ncRNA
111851457	uncharacterized LOC111851457	LOC111851457	ncRNA
111851458	heparan sulfate glucosamine 3-O-sulfotransferase 1-like	LOC111851458	protein-coding
111851460	electrogenic sodium bicarbonate cotransporter 4-like	LOC111851460	protein-coding
111851463	histone-lysine N-methyltransferase NSD3-like	LOC111851463	protein-coding
111851464	transmembrane channel-like protein 2-A	LOC111851464	protein-coding
111851465	tight junction protein ZO-2-like	LOC111851465	protein-coding
111851468	ankyrin-1-like	LOC111851468	protein-coding
111851472	substance-P receptor-like	LOC111851472	protein-coding
111851474	claudin-4-like	LOC111851474	protein-coding
111851475	serine/threonine-protein kinase SIK2-like	LOC111851475	protein-coding
111851476	RNA-binding protein EWS-like	LOC111851476	protein-coding
111851478	succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial-like	LOC111851478	protein-coding
111851479	intracellular hyaluronan-binding protein 4-like	LOC111851479	protein-coding
111851480	nucleoplasmin-like	LOC111851480	protein-coding
111851481	uncharacterized LOC111851481	LOC111851481	ncRNA
111851482	tight junction protein ZO-2-like	LOC111851482	protein-coding
111851483	uncharacterized LOC111851483	LOC111851483	ncRNA
111851484	ephrin-A5-like	LOC111851484	protein-coding
111851485	protein-tyrosine sulfotransferase 2-like	LOC111851485	protein-coding
111851487	homeobox protein vex1-like	LOC111851487	protein-coding
111851489	coagulation factor XII-like	LOC111851489	protein-coding
111851490	uncharacterized LOC111851490	LOC111851490	ncRNA
111851492	metal transporter CNNM4-like	LOC111851492	protein-coding
111851493	serine/threonine-protein kinase 10-like	LOC111851493	protein-coding
111851496	uncharacterized LOC111851496	LOC111851496	ncRNA
111851497	anosmin-1-like	LOC111851497	protein-coding
111851498	epidermal growth factor-like protein 6	LOC111851498	protein-coding
111851499	dystrophin-like	LOC111851499	protein-coding
111851500	glycine receptor subunit alpha-2-like	LOC111851500	protein-coding
111851502	protocadherin-8-like	LOC111851502	protein-coding
111851503	protocadherin-8-like	LOC111851503	protein-coding
111851504	E3 ubiquitin-protein ligase Midline-1-like	LOC111851504	protein-coding
111851507	uncharacterized LOC111851507	LOC111851507	ncRNA
111851508	F-box-like/WD repeat-containing protein TBL1X	LOC111851508	protein-coding
111851509	G-protein coupled receptor 143-like	LOC111851509	protein-coding
111851510	toll-like receptor 8	LOC111851510	protein-coding
111851511	thymosin beta-11-like	LOC111851511	protein-coding
111851513	motile sperm domain-containing protein 2-like	LOC111851513	protein-coding
111851515	protein SGT1 homolog	LOC111851515	protein-coding
111851516	neuronal membrane glycoprotein M6-b-like	LOC111851516	protein-coding
111851517	rho GTPase-activating protein 6-like	LOC111851517	protein-coding
111851518	FERM and PDZ domain-containing protein 4-like	LOC111851518	protein-coding
111851519	protocadherin-17-like	LOC111851519	protein-coding
111851522	uncharacterized LOC111851522	LOC111851522	ncRNA
111851524	uncharacterized LOC111851524	LOC111851524	ncRNA
111851526	uncharacterized LOC111851526	LOC111851526	ncRNA
111851527	melanocortin-2 receptor accessory protein 2A-like	LOC111851527	protein-coding
111851529	inactive serine protease 35-like	LOC111851529	protein-coding
111851533	uncharacterized LOC111851533	LOC111851533	ncRNA
111851535	POU domain, class 3, transcription factor 2	LOC111851535	protein-coding
111851538	rho-associated protein kinase 2-like	LOC111851538	protein-coding
111851539	elongation of very long chain fatty acids protein 4-like	LOC111851539	protein-coding
111851541	beta/gamma crystallin domain-containing protein 1-like	LOC111851541	protein-coding
111851542	adenylate cyclase type 3-like	LOC111851542	protein-coding
111851543	WD repeat-containing protein 26	LOC111851543	protein-coding
111851545	adenylate cyclase type 3-like	LOC111851545	protein-coding
111851546	uncharacterized LOC111851546	LOC111851546	ncRNA
111851551	failed axon connections homolog	LOC111851551	protein-coding
111851554	uncharacterized LOC111851554	LOC111851554	ncRNA
111851555	nuclear receptor coactivator 7-like	LOC111851555	protein-coding
111851558	uncharacterized LOC111851558	LOC111851558	ncRNA
111851564	uncharacterized LOC111851564	LOC111851564	ncRNA
111851565	clathrin coat assembly protein AP180-like	LOC111851565	protein-coding
111851566	CSC1-like protein 2	LOC111851566	protein-coding
111851570	uncharacterized LOC111851570	LOC111851570	ncRNA
111851571	putative nucleotidyltransferase FAM46A	LOC111851571	protein-coding
111851572	uncharacterized LOC111851572	LOC111851572	ncRNA
111851574	desmin-like	LOC111851574	protein-coding
111851581	uncharacterized LOC111851581	LOC111851581	ncRNA
111851582	uncharacterized LOC111851582	LOC111851582	ncRNA
111851583	zinc finger protein Helios-like	LOC111851583	protein-coding
111851585	uncharacterized LOC111851585	LOC111851585	protein-coding
111851586	uncharacterized LOC111851586	LOC111851586	ncRNA
111851587	uncharacterized LOC111851587	LOC111851587	ncRNA
111851593	lanC-like protein 1	LOC111851593	protein-coding
111851594	receptor tyrosine-protein kinase erbB-4-like	LOC111851594	protein-coding
111851596	uncharacterized LOC111851596	LOC111851596	ncRNA
111851598	unconventional myosin-Ib-like	LOC111851598	protein-coding
111851600	receptor activity-modifying protein 1-like	LOC111851600	protein-coding
111851601	putative methyltransferase DDB_G0268948	LOC111851601	protein-coding
111851602	uncharacterized LOC111851602	LOC111851602	ncRNA
111851605	myosin light chain 3, skeletal muscle isoform-like	LOC111851605	protein-coding
111851606	uncharacterized LOC111851606	LOC111851606	ncRNA
111851608	cyclic AMP-responsive element-binding protein 1	LOC111851608	protein-coding
111851611	uncharacterized LOC111851611	LOC111851611	ncRNA
111851613	ankyrin repeat and SOCS box protein 15-like	LOC111851613	protein-coding
111851615	uncharacterized LOC111851615	LOC111851615	protein-coding
111851616	leucine-rich repeat neuronal protein 1-like	LOC111851616	protein-coding
111851617	extensin-like	LOC111851617	protein-coding
111851618	deleted in malignant brain tumors 1 protein-like	LOC111851618	protein-coding
111851620	uncharacterized LOC111851620	LOC111851620	ncRNA
111851624	calpain-1 catalytic subunit-like	LOC111851624	protein-coding
111851626	serine/threonine-protein kinase pim-2-like	LOC111851626	protein-coding
111851630	serine/threonine-protein kinase D3-like	LOC111851630	protein-coding
111851633	equilibrative nucleoside transporter 2-like	LOC111851633	protein-coding
111851635	calcium/calmodulin-dependent protein kinase type 1B-like	LOC111851635	protein-coding
111851636	serine/threonine-protein kinase SBK1-like	LOC111851636	protein-coding
111851638	serine/threonine-protein kinase pim-1-like	LOC111851638	protein-coding
111851639	protein FAM19A5-like	LOC111851639	protein-coding
111851640	ankyrin repeat and SOCS box protein 15-like	LOC111851640	protein-coding
111851642	tyrosine-protein phosphatase non-receptor type 18-like	LOC111851642	protein-coding
111851643	E3 ubiquitin-protein ligase UBR4-like	LOC111851643	protein-coding
111851645	vesicular glutamate transporter 1-like	LOC111851645	protein-coding
111851646	vesicular glutamate transporter 1-like	LOC111851646	protein-coding
