rev1	XM_023790310.1
ccdc149	XM_023829788.1
ccdc149	XM_023829789.1
ccdc149	XM_023829790.1
ccdc149	XM_023829791.1
ccdc149	XM_023829792.1
ccdc149	XM_023829793.1
ccdc149	XM_023829794.1
sod3	XM_023829795.1
sod3	XM_023829796.1
pi4k2b	XM_023829797.1
lrpap1	XM_023829798.1
LOC111853157	XM_023829799.1
LOC111853158	XM_023829800.1
LOC111853159	XM_023829801.1
LOC111853162	XM_023829802.1
limch1	XM_023829803.1
LOC111853160	XM_023829804.1
LOC111853170	XM_023829805.1
LOC111853171	XM_023829806.1
LOC111853171	XM_023829807.1
LOC111853160	XM_023829808.1
LOC111853172	XM_023829809.1
LOC111853172	XM_023829810.1
LOC111853173	XM_023829811.1
foxred2	XM_023829812.1
LOC111853175	XM_023829813.1
LOC111853175	XM_023829814.1
LOC111853175	XM_023829815.1
ankrd54	XM_023829816.1
LOC111853177	XM_023829817.1
mcm5	XM_023829818.1
LOC111853180	XM_023829819.1
LOC111853180	XM_023829820.1
LOC111853180	XM_023829821.1
LOC111853180	XM_023829822.1
LOC111853180	XM_023829823.1
LOC111853180	XM_023829824.1
LOC111853180	XM_023829825.1
LOC111853180	XM_023829826.1
LOC111853180	XM_023829827.1
LOC111853180	XM_023829828.1
LOC111853180	XM_023829829.1
LOC111853180	XM_023829830.1
LOC111853180	XM_023829831.1
LOC111853181	XM_023829832.1
fmc1	XM_023829833.1
LOC111853183	XM_023829834.1
LOC111853183	XM_023829835.1
LOC111853183	XM_023829836.1
LOC111853183	XM_023829837.1
LOC111853183	XM_023829838.1
LOC111853184	XM_023829839.1
LOC111853184	XM_023829840.1
LOC111853184	XM_023829841.1
LOC111853181	XM_023829842.1
LOC111853184	XM_023829843.1
LOC111853184	XM_023829844.1
LOC111853184	XM_023829845.1
ccdc134	XM_023829846.1
ccdc134	XM_023829847.1
ccdc134	XM_023829848.1
ccdc134	XM_023829849.1
ccdc134	XM_023829850.1
ccdc134	XM_023829851.1
LOC111853181	XM_023829852.1
ccdc134	XM_023829853.1
ccdc134	XM_023829854.1
ccdc134	XM_023829855.1
ccdc134	XM_023829856.1
ccdc134	XM_023829857.1
ccdc134	XM_023829858.1
ccdc134	XM_023829859.1
LOC111853186	XM_023829860.1
LOC111853186	XM_023829861.1
LOC111853186	XM_023829862.1
LOC111853181	XM_023829863.1
LOC111853187	XM_023829864.1
LOC111853187	XM_023829865.1
LOC111853187	XM_023829866.1
LOC111853187	XM_023829867.1
LOC111853187	XM_023829868.1
LOC111853187	XM_023829869.1
LOC111853187	XM_023829870.1
LOC111853189	XM_023829871.1
LOC111853189	XM_023829872.1
LOC111853191	XM_023829873.1
LOC111853191	XM_023829874.1
LOC111853191	XM_023829875.1
LOC111853191	XM_023829876.1
LOC111853190	XM_023829877.1
LOC111853192	XM_023829878.1
LOC111853193	XM_023829879.1
plbd1	XM_023829880.1
LOC111853195	XM_023829881.1
LOC111853196	XM_023829882.1
tmem184b	XM_023829883.1
tmem184b	XM_023829884.1
pick1	XM_023829885.1
LOC111853200	XM_023829886.1
LOC111853200	XM_023829887.1
dmc1	XM_023829888.1
usp49	XM_023829889.1
dmc1	XM_023829890.1
LOC111853202	XM_023829891.1
LOC111853203	XM_023829892.1
LOC111853204	XM_023829893.1
usp49	XM_023829894.1
LOC111853208	XM_023829895.1
LOC111853208	XM_023829896.1
LOC111853209	XM_023829897.1
LOC111853209	XM_023829898.1
LOC111853209	XM_023829899.1
LOC111853209	XM_023829900.1
LOC111853209	XM_023829901.1
LOC111853209	XM_023829902.1
ddx47	XM_023829903.1
usp49	XM_023829904.1
LOC111853211	XM_023829905.1
LOC111853211	XM_023829906.1
gcat	XM_023829907.1
LOC111853213	XM_023829908.1
LOC111853188	XM_023829909.1
LOC111853213	XM_023829910.1
LOC111853213	XM_023829911.1
LOC111853213	XM_023829912.1
LOC111853213	XM_023829913.1
LOC111853214	XM_023829914.1
LOC111853214	XM_023829915.1
LOC111853214	XM_023829916.1
LOC111853216	XM_023829917.1
bysl	XM_023829918.1
LOC111853217	XM_023829919.1
ndufa6	XM_023829920.1
LOC111853219	XM_023829921.1
LOC111853219	XM_023829922.1
LOC111853220	XM_023829923.1
LOC111853221	XM_023829924.1
LOC111853222	XM_023829925.1
LOC111853223	XM_023829926.1
LOC111853225	XM_023829927.1
LOC111853226	XM_023829928.1
tcf20	XM_023829929.1
med20	XM_023829930.1
nol12	XM_023829931.1
LOC111853229	XM_023829932.1
LOC111853229	XM_023829933.1
LOC111853229	XM_023829934.1
LOC111853230	XM_023829935.1
rrp7a	XM_023829936.1
srebf2	XM_023829937.1
srebf2	XM_023829938.1
srebf2	XM_023829939.1
cunh17orf75	XM_023829940.1
LOC111853234	XM_023829941.1
LOC111853234	XM_023829942.1
LOC111853235	XM_023829943.1
LOC111853235	XM_023829944.1
LOC111853235	XM_023829945.1
LOC111853236	XM_023829946.1
LOC111853236	XM_023829947.1
LOC111853236	XM_023829948.1
LOC111853237	XM_023829949.1
LOC111853237	XM_023829950.1
LOC111853239	XM_023829951.1
LOC111853240	XM_023829952.1
LOC111853241	XM_023829953.1
LOC111853243	XM_023829954.1
LOC111853242	XM_023829955.1
LOC111853244	XM_023829956.1
polr3h	XM_023829957.1
LOC111853248	XM_023829958.1
LOC111853249	XM_023829959.1
LOC111853249	XM_023829960.1
LOC111853249	XM_023829961.1
gprc5d	XM_023829962.1
LOC111853252	XM_023829963.1
LOC111853252	XM_023829964.1
LOC111853252	XM_023829965.1
LOC111853251	XM_023829966.1
LOC111853253	XM_023829967.1
LOC111853254	XM_023829968.1
LOC111853254	XM_023829969.1
LOC111853254	XM_023829970.1
LOC111853255	XM_023829971.1
LOC111853256	XM_023829972.1
LOC111853263	XM_023829973.1
LOC111853264	XM_023829974.1
LOC111853260	XM_023829975.1
LOC111853264	XM_023829976.1
LOC111853264	XM_023829977.1
LOC111853264	XM_023829978.1
LOC111853264	XM_023829979.1
LOC111853265	XM_023829980.1
LOC111853266	XM_023829981.1
LOC111853266	XM_023829982.1
LOC111853266	XM_023829983.1
LOC111853188	XM_023829984.1
LOC111853266	XM_023829985.1
LOC111853266	XM_023829986.1
LOC111853266	XM_023829987.1
card11	XM_023829988.1
LOC111853267	XM_023829989.1
snx8	XM_023829990.1
LOC111853271	XM_023829991.1
LOC111853272	XM_023829992.1
LOC111853276	XM_023829993.1
grifin	XM_023829994.1
ttyh3	XM_023829995.1
chst12	XM_023829996.1
mrm2	XM_023829997.1
vwa1	XM_023829998.1
nudt1	XM_023829999.1
nudt1	XM_023830000.1
LOC111853284	XM_023830001.1
LOC111853285	XM_023830002.1
mrps21	XM_023830003.1
LOC111853288	XM_023830004.1
LOC111853288	XM_023830005.1
ciart	XM_023830006.1
ciart	XM_023830007.1
ciart	XM_023830008.1
LOC111853289	XM_023830009.1
LOC111853291	XM_023830010.1
LOC111853292	XM_023830011.1
LOC111853292	XM_023830012.1
LOC111853292	XM_023830013.1
LOC111853292	XM_023830014.1
LOC111853292	XM_023830015.1
LOC111853292	XM_023830016.1
LOC111853292	XM_023830017.1
LOC111853293	XM_023830018.1
LOC111853293	XM_023830019.1
rprd2	XM_023830020.1
atad3a	XM_023830021.1
prpf3	XM_023830022.1
prpf3	XM_023830023.1
tars2	XM_023830024.1
tars2	XM_023830025.1
LOC111853300	XM_023830026.1
LOC111853301	XM_023830027.1
LOC111853303	XM_023830028.1
LOC111853303	XM_023830029.1
LOC111853305	XM_023830030.1
LOC111853302	XM_023830031.1
LOC111853305	XM_023830032.1
LOC111853305	XM_023830033.1
LOC111853305	XM_023830034.1
LOC111853305	XM_023830035.1
LOC111853305	XM_023830036.1
ca14	XM_023830037.1
clk2	XM_023830038.1
LOC111853308	XM_023830039.1
LOC111853310	XM_023830040.1
LOC111853310	XM_023830041.1
adamtsl4	XM_023830042.1
adamtsl4	XM_023830043.1
dstyk	XM_023830044.1
LOC111853312	XM_023830045.1
LOC111853312	XM_023830046.1
LOC111853312	XM_023830047.1
LOC111853312	XM_023830048.1
LOC111853313	XM_023830049.1
LOC111853313	XM_023830050.1
LOC111853313	XM_023830051.1
LOC111853313	XM_023830052.1
dstyk	XM_023830053.1
LOC111853315	XM_023830054.1
LOC111853315	XM_023830055.1
LOC111853315	XM_023830056.1
LOC111853315	XM_023830057.1
LOC111853315	XM_023830058.1
LOC111853315	XM_023830059.1
LOC111853316	XM_023830060.1
LOC111853316	XM_023830061.1
LOC111853316	XM_023830062.1
LOC111853316	XM_023830063.1
LOC111853316	XM_023830064.1
LOC111853316	XM_023830065.1
LOC111853319	XM_023830066.1
LOC111853318	XM_023830067.1
LOC111853320	XM_023830068.1
LOC111853321	XM_023830069.1
LOC111853322	XM_023830070.1
LOC111853323	XM_023830071.1
LOC111853324	XM_023830072.1
LOC111853324	XM_023830073.1
LOC111853324	XM_023830074.1
LOC111853318	XM_023830075.1
LOC111853324	XM_023830076.1
cacng6	XM_023830077.1
cacng6	XM_023830078.1
khdc4	XM_023830079.1
khdc4	XM_023830080.1
setdb1	XM_023830081.1
setdb1	XM_023830082.1
setdb1	XM_023830083.1
lmtk3	XM_023830084.1
lmtk3	XM_023830085.1
LOC111853329	XM_023830086.1
lmtk3	XM_023830087.1
LOC111853332	XM_023830088.1
LOC111853332	XM_023830089.1
LOC111853332	XM_023830090.1
LOC111853332	XM_023830091.1
LOC111853332	XM_023830092.1
LOC111853332	XM_023830093.1
LOC111853332	XM_023830094.1
LOC111853333	XM_023830095.1
LOC111853333	XM_023830096.1
znf524	XM_023830097.1
znf524	XM_023830098.1
znf524	XM_023830099.1
LOC111853334	XM_023830100.1
znf524	XM_023830101.1
znf524	XM_023830102.1
znf524	XM_023830103.1
cnot3	XM_023830104.1
cnot3	XM_023830105.1
cnot3	XM_023830106.1
cnot3	XM_023830107.1
cnot3	XM_023830108.1
sphk2	XM_023830109.1
leng8	XM_023830110.1
LOC111853340	XM_023830111.1
LOC111853340	XM_023830112.1
LOC111853340	XM_023830113.1
LOC111853338	XM_023830114.1
LOC111853340	XM_023830115.1
tmc4	XM_023830116.1
LOC111853342	XM_023830117.1
LOC111853342	XM_023830118.1
flcn	XM_023830119.1
flcn	XM_023830120.1
flcn	XM_023830121.1
LOC111853344	XM_023830122.1
LOC111853338	XM_023830123.1
LOC111853345	XM_023830124.1
LOC111853345	XM_023830125.1
leng9	XM_023830126.1
leng9	XM_023830127.1
ttyh1	XM_023830128.1
ttyh1	XM_023830129.1
prpf31	XM_023830130.1
LOC111853349	XM_023830131.1
LOC111853349	XM_023830132.1
LOC111853349	XM_023830133.1
mboat7	XM_023830134.1
LOC111853350	XM_023830135.1
grwd1	XM_023830136.1
LOC111853353	XM_023830137.1
cyth2	XM_023830138.1
LOC111853355	XM_023830139.1
LOC111853355	XM_023830140.1
LOC111853355	XM_023830141.1
LOC111853355	XM_023830142.1
LOC111853356	XM_023830143.1
LOC111853358	XM_023830144.1
LOC111853358	XM_023830145.1
LOC111853358	XM_023830146.1
LOC111853359	XM_023830147.1
LOC111853357	XM_023830148.1
LOC111853361	XM_023830149.1
cdc42ep5	XM_023830150.1
LOC111853363	XM_023830151.1
LOC111853363	XM_023830152.1
LOC111853363	XM_023830153.1
LOC111853363	XM_023830154.1
leng1	XM_023830155.1
ube2s	XM_023830156.1
LOC111853357	XM_023830157.1
tfpt	XM_023830158.1
tfpt	XM_023830159.1
tfpt	XM_023830160.1
tfpt	XM_023830161.1
tfpt	XM_023830162.1
rps9	XM_023830163.1
rpl18	XM_023830164.1
josd2	XM_023830165.1
LOC111853357	XM_023830166.1
josd2	XM_023830167.1
josd2	XM_023830168.1
josd2	XM_023830169.1
ndufa3	XM_023830170.1
LOC111853373	XM_023830171.1
abcd2	XM_023830172.1
LOC111853357	XM_023830173.1
cunh12orf40	XM_023830174.1
cunh12orf40	XM_023830175.1
cunh12orf40	XM_023830176.1
cunh12orf40	XM_023830177.1
cunh12orf40	XM_023830178.1
cunh12orf40	XM_023830179.1
cunh12orf40	XM_023830180.1
slc2a13	XM_023830181.1
pim3	XM_023830182.1
LOC111853357	XM_023830183.1
LOC111853378	XM_023830184.1
LOC111853379	XM_023830185.1
brd1	XM_023830186.1
brd1	XM_023830187.1
brd1	XM_023830188.1
brd1	XM_023830189.1
alg12	XM_023830190.1
LOC111853357	XM_023830191.1
creld2	XM_023830192.1
cpne8	XM_023830193.1
cpne8	XM_023830194.1
slc26a4	XM_023830195.1
slc26a4	XM_023830196.1
tprkb	XM_023830197.1
tprkb	XM_023830198.1
LOC111853357	XM_023830199.1
fam19a5	XM_023830200.1
fam19a5	XM_023830201.1
kif21a	XM_023830202.1
kif21a	XM_023830203.1
kif21a	XM_023830204.1
kif21a	XM_023830205.1
kif21a	XM_023830206.1
LOC111853357	XM_023830207.1
kif21a	XM_023830208.1
LOC111853389	XM_023830209.1
LOC111853389	XM_023830210.1
LOC111853389	XM_023830211.1
LOC111853389	XM_023830212.1
LOC111853390	XM_023830213.1
LOC111853391	XM_023830214.1
LOC111853392	XM_023830215.1
LOC111853394	XM_023830216.1
LOC111853394	XM_023830217.1
cerk	XM_023830218.1
cerk	XM_023830219.1
pik3cd	XM_023830220.1
cerk	XM_023830221.1
LOC111853397	XM_023830222.1
celsr1	XM_023830223.1
celsr1	XM_023830224.1
pik3cd	XM_023830225.1
celsr1	XM_023830226.1
gramd4	XM_023830227.1
gramd4	XM_023830228.1
gramd4	XM_023830229.1
lrrk2	XM_023830230.1
lrrk2	XM_023830231.1
LOC111853402	XM_023830232.1
LOC111853402	XM_023830233.1
LOC111853404	XM_023830234.1
LOC111853404	XM_023830235.1
LOC111853406	XM_023830236.1
LOC111853403	XM_023830237.1
LOC111853407	XM_023830238.1
LOC111853409	XM_023830239.1
LOC111853410	XM_023830240.1
LOC111853411	XM_023830241.1
LOC111853412	XM_023830242.1
LOC111853412	XM_023830243.1
LOC111853403	XM_023830244.1
map3k4	XM_023830245.1
map3k4	XM_023830246.1
map3k4	XM_023830247.1
map3k4	XM_023830248.1
agpat4	XM_023830249.1
slc35f3	XM_023830250.1
slc35f3	XM_023830251.1
eif3l	XM_023830252.1
LOC111853419	XM_023830253.1
dact2	XM_023830254.1
LOC111853418	XM_023830255.1
wdr27	XM_023830256.1
wdr27	XM_023830257.1
wdr27	XM_023830258.1
wdr27	XM_023830259.1
gpr75	XM_023830260.1
psme4	XM_023830261.1
psme4	XM_023830262.1
LOC111853418	XM_023830263.1
thbs2	XM_023830264.1
thbs2	XM_023830265.1
thbs2	XM_023830266.1
thbs2	XM_023830267.1
LOC111853426	XM_023830268.1
LOC111853426	XM_023830269.1
LOC111853426	XM_023830270.1
erlec1	XM_023830271.1
erlec1	XM_023830272.1
LOC111853418	XM_023830273.1
chac2	XM_023830274.1
frmd1	XM_023830275.1
LOC111853431	XM_023830276.1
LOC111853431	XM_023830277.1
tarbp1	XM_023830278.1
tarbp1	XM_023830279.1
LOC111853433	XM_023830280.1
LOC111853435	XM_023830281.1
LOC111853435	XM_023830282.1
LOC111853435	XM_023830283.1
LOC111853435	XM_023830284.1
LOC111853434	XM_023830285.1
LOC111853435	XM_023830286.1
LOC111853435	XM_023830287.1
LOC111853435	XM_023830288.1
LOC111853435	XM_023830289.1
LOC111853435	XM_023830290.1
LOC111853435	XM_023830291.1
LOC111853435	XM_023830292.1
LOC111853435	XM_023830293.1
LOC111853435	XM_023830294.1
LOC111853435	XM_023830295.1
LOC111853434	XM_023830296.1
LOC111853435	XM_023830297.1
LOC111853435	XM_023830298.1
LOC111853435	XM_023830299.1
LOC111853435	XM_023830300.1
LOC111853435	XM_023830301.1
LOC111853435	XM_023830302.1
LOC111853435	XM_023830303.1
LOC111853435	XM_023830304.1
LOC111853435	XM_023830305.1
LOC111853435	XM_023830306.1
LOC111853435	XM_023830307.1
LOC111853435	XM_023830308.1
LOC111853435	XM_023830309.1
LOC111853435	XM_023830310.1
LOC111853435	XM_023830311.1
slc25a34	XM_023830312.1
LOC111853435	XM_023830313.1
LOC111853435	XM_023830314.1
LOC111853435	XM_023830315.1
LOC111853435	XM_023830316.1
kcnk1	XM_023830317.1
LOC111853439	XM_023830318.1
pex6	XM_023830319.1
pex6	XM_023830320.1
LOC111853441	XM_023830321.1
lrrc31	XM_023830322.1
lrrc31	XM_023830323.1
lrrc31	XM_023830324.1
crocc	XM_023830325.1
lrrc31	XM_023830326.1
LOC111853445	XM_023830327.1
LOC111853446	XM_023830328.1
LOC111853446	XM_023830329.1
LOC111853446	XM_023830330.1
LOC111853446	XM_023830331.1
LOC111853446	XM_023830332.1
LOC111853447	XM_023830333.1
crocc	XM_023830334.1
LOC111853448	XM_023830335.1
LOC111853449	XM_023830336.1
LOC111853449	XM_023830337.1
LOC111853449	XM_023830338.1
LOC111853449	XM_023830339.1
LOC111853450	XM_023830340.1
LOC111853450	XM_023830341.1
LOC111853450	XM_023830342.1
crocc	XM_023830343.1
LOC111853450	XM_023830344.1
LOC111853450	XM_023830345.1
LOC111853450	XM_023830346.1
LOC111853450	XM_023830347.1
LOC111853450	XM_023830348.1
LOC111853450	XM_023830349.1
LOC111853450	XM_023830350.1
LOC111853451	XM_023830351.1
LOC111853452	XM_023830352.1
crocc	XM_023830353.1
LOC111853452	XM_023830354.1
LOC111853452	XM_023830355.1
LOC111853452	XM_023830356.1
LOC111853453	XM_023830357.1
LOC111853454	XM_023830358.1
LOC111853454	XM_023830359.1
LOC111853455	XM_023830360.1
LOC111853238	XM_023830361.1
crocc	XM_023830362.1
LOC111853455	XM_023830363.1
LOC111853455	XM_023830364.1
LOC111853455	XM_023830365.1
LOC111853456	XM_023830366.1
LOC111853457	XM_023830367.1
ghsr	XM_023830368.1
ghsr	XM_023830369.1
ghsr	XM_023830370.1
LOC111853459	XM_023830371.1
LOC111853461	XM_023830372.1
LOC111853461	XM_023830373.1
LOC111853461	XM_023830374.1
mfap2	XM_023830375.1
LOC111853462	XM_023830376.1
LOC111853462	XM_023830377.1
LOC111853463	XM_023830378.1
LOC111853463	XM_023830379.1
LOC111853463	XM_023830380.1
LOC111853464	XM_023830381.1
LOC111853464	XM_023830382.1
LOC111853464	XM_023830383.1
LOC111853465	XM_023830384.1
mfap2	XM_023830385.1
LOC111853465	XM_023830386.1
LOC111853465	XM_023830387.1
LOC111853465	XM_023830388.1
LOC111853466	XM_023830389.1
LOC111853466	XM_023830390.1
LOC111853466	XM_023830391.1
LOC111853466	XM_023830392.1
rcor3	XM_023830393.1
rcor3	XM_023830394.1
mfap2	XM_023830395.1
rcor3	XM_023830396.1
tmem246	XM_023830397.1
tmem246	XM_023830398.1
tmem246	XM_023830399.1
traf5	XM_023830400.1
traf5	XM_023830401.1
traf5	XM_023830402.1
LOC111853470	XM_023830403.1
LOC111853470	XM_023830404.1
LOC111853470	XM_023830405.1
LOC111853473	XM_023830406.1
LOC111853473	XM_023830407.1
ccnl2	XM_023830408.1
LOC111853473	XM_023830409.1
LOC111853475	XM_023830410.1
LOC111853475	XM_023830411.1
LOC111853475	XM_023830412.1
LOC111853476	XM_023830413.1
LOC111853477	XM_023830414.1
LOC111853478	XM_023830415.1
LOC111853481	XM_023830416.1
LOC111853482	XM_023830417.1
LOC111853483	XM_023830418.1
LOC111853480	XM_023830419.1
sf3b4	XM_023830420.1
LOC111853485	XM_023830421.1
LOC111853485	XM_023830422.1
LOC111853485	XM_023830423.1
LOC111853486	XM_023830424.1
ubqln4	XM_023830425.1
LOC111853489	XM_023830426.1
LOC111853489	XM_023830427.1
LOC111853490	XM_023830428.1
LOC111853488	XM_023830429.1
LOC111853491	XM_023830430.1
LOC111853492	XM_023830431.1
naxe	XM_023830432.1
mrpl9	XM_023830433.1
LOC111853495	XM_023830434.1
LOC111853495	XM_023830435.1
LOC111853495	XM_023830436.1
LOC111853488	XM_023830437.1
LOC111853496	XM_023830438.1
mrpl24	XM_023830439.1
mrpl24	XM_023830440.1
mrpl24	XM_023830441.1
LOC111853498	XM_023830442.1
LOC111853499	XM_023830443.1
LOC111853499	XM_023830444.1
LOC111853500	XM_023830445.1
LOC111853474	XM_023830446.1
LOC111853488	XM_023830447.1
LOC111853501	XM_023830448.1
LOC111853501	XM_023830449.1
LOC111853501	XM_023830450.1
LOC111853501	XM_023830451.1
LOC111853501	XM_023830452.1
LOC111853501	XM_023830453.1
LOC111853501	XM_023830454.1
LOC111853501	XM_023830455.1
LOC111853501	XM_023830456.1
LOC111853501	XM_023830457.1
LOC111853501	XM_023830458.1
LOC111853501	XM_023830459.1
LOC111853501	XM_023830460.1
LOC111853503	XM_023830461.1
LOC111853502	XM_023830462.1
LOC111853504	XM_023830463.1
LOC111853504	XM_023830464.1
LOC111853504	XM_023830465.1
LOC111853504	XM_023830466.1
LOC111853504	XM_023830467.1
LOC111853504	XM_023830468.1
LOC111853504	XM_023830469.1
LOC111853505	XM_023830470.1
LOC111853502	XM_023830471.1
LOC111853507	XM_023830472.1
LOC111853507	XM_023830473.1
LOC111853508	XM_023830474.1
LOC111853509	XM_023830475.1
LOC111853509	XM_023830476.1
LOC111853509	XM_023830477.1
LOC111853510	XM_023830478.1
LOC111853510	XM_023830479.1
LOC111853511	XM_023830480.1
LOC111853511	XM_023830481.1
LOC111853511	XM_023830482.1
LOC111853511	XM_023830483.1
LOC111853511	XM_023830484.1
LOC111853512	XM_023830485.1
LOC111853512	XM_023830486.1
kifc1	XM_023830487.1
kifc1	XM_023830488.1
LOC111853514	XM_023830489.1
LOC111853515	XM_023830490.1
LOC111853516	XM_023830491.1
LOC111853517	XM_023830492.1
LOC111853518	XM_023830493.1
LOC111853518	XM_023830494.1
LOC111853520	XM_023830495.1
LOC111853520	XM_023830496.1
LOC111853520	XM_023830497.1
srsf3	XM_023830498.1
LOC111853521	XM_023830499.1
LOC111853522	XM_023830500.1
LOC111853522	XM_023830501.1
apoa2	XM_023830502.1
hdgf	XM_023830503.1
hdgf	XM_023830504.1
lix1l	XM_023830505.1
bcan	XM_023830506.1
prcc	XM_023830507.1
LOC111853529	XM_023830508.1
LOC111853529	XM_023830509.1
LOC111853527	XM_023830510.1
LOC111853529	XM_023830511.1
LOC111853529	XM_023830512.1
daxx	XM_023830513.1
daxx	XM_023830514.1
daxx	XM_023830515.1
LOC111853531	XM_023830516.1
LOC111853531	XM_023830517.1
LOC111853532	XM_023830518.1
LOC111853532	XM_023830519.1
LOC111853534	XM_023830520.1
LOC111853534	XM_023830521.1
LOC111853535	XM_023830522.1
LOC111853535	XM_023830523.1
LOC111853533	XM_023830524.1
LOC111853535	XM_023830525.1
stag2	XM_023830526.1
stag2	XM_023830527.1
stag2	XM_023830528.1
stag2	XM_023830529.1
pin4	XM_023830530.1
LOC111853538	XM_023830531.1
LOC111853474	XM_023830532.1
LOC111853533	XM_023830533.1
LOC111853538	XM_023830534.1
LOC111853540	XM_023830535.1
gria3	XM_023830536.1
gria3	XM_023830537.1
gria3	XM_023830538.1
gria3	XM_023830539.1
LOC111853542	XM_023830540.1
psmd10	XM_023830541.1
nxt2	XM_023830542.1
xiap	XM_023830543.1
xiap	XM_023830544.1
xiap	XM_023830545.1
thoc2	XM_023830546.1
thoc2	XM_023830547.1
ercc6l	XM_023830548.1
LOC111853548	XM_023830549.1
LOC111853548	XM_023830550.1
LOC111853548	XM_023830551.1
LOC111853548	XM_023830552.1
LOC111853548	XM_023830553.1
LOC111853548	XM_023830554.1
LOC111853551	XM_023830555.1
LOC111853553	XM_023830556.1
samd11	XM_023830557.1
LOC111853554	XM_023830558.1
LOC111853554	XM_023830559.1
LOC111853555	XM_023830560.1
LOC111853556	XM_023830561.1
LOC111853556	XM_023830562.1
LOC111853556	XM_023830563.1
LOC111853557	XM_023830564.1
LOC111853557	XM_023830565.1
LOC111853557	XM_023830566.1
LOC111853557	XM_023830567.1
LOC111853559	XM_023830568.1
LOC111853560	XM_023830569.1
klhl17	XM_023830570.1
LOC111853561	XM_023830571.1
tctex1d2	XM_023830572.1
LOC111853563	XM_023830573.1
polr2h	XM_023830574.1
LOC111853566	XM_023830575.1
LOC111853566	XM_023830576.1
LOC111853566	XM_023830577.1
klhl17	XM_023830578.1
LOC111853566	XM_023830579.1
LOC111853567	XM_023830580.1
LOC111853567	XM_023830581.1
LOC111853567	XM_023830582.1
LOC111853567	XM_023830583.1
LOC111853567	XM_023830584.1
LOC111853567	XM_023830585.1
LOC111853568	XM_023830586.1
LOC111853568	XM_023830587.1
klhl17	XM_023830588.1
LOC111853568	XM_023830589.1
LOC111853568	XM_023830590.1
LOC111853570	XM_023830591.1
LOC111853570	XM_023830592.1
LOC111853570	XM_023830593.1
LOC111853570	XM_023830594.1
LOC111853571	XM_023830595.1
rubcn	XM_023830596.1
rubcn	XM_023830597.1
rubcn	XM_023830598.1
ssu72	XM_023830599.1
LOC111853577	XM_023830600.1
ufsp2	XM_023830601.1
ankrd37	XM_023830602.1
ankrd37	XM_023830603.1
sgcz	XM_023830604.1
ssu72	XM_023830605.1
LOC111853582	XM_023830606.1
frg1	XM_023830607.1
vps37a	XM_023830608.1
LOC111853474	XM_023830609.1
mtmr7	XM_023830610.1
mtmr7	XM_023830611.1
mtmr7	XM_023830612.1
mtmr7	XM_023830613.1
mtmr7	XM_023830614.1
mtnr1a	XM_023830615.1
mtnr1a	XM_023830616.1
pcm1	XM_023830617.1
pcm1	XM_023830618.1
ddi2	XM_023830619.1
pcm1	XM_023830620.1
pcm1	XM_023830621.1
pcm1	XM_023830622.1
pcm1	XM_023830623.1
pcm1	XM_023830624.1
pcm1	XM_023830625.1
pcm1	XM_023830626.1
pcm1	XM_023830627.1
pcm1	XM_023830628.1
pcm1	XM_023830629.1
ddi2	XM_023830630.1
asah1	XM_023830631.1
fgl1	XM_023830632.1
